shrinkage,house_edge,predictive_edge,predictive_share,regime_aware_edge,regime_aware_share
0.4,0.12894665193294258,-0.017989057920877977,0.028973551970529636,0.02148615301426329,0.2072582538666567
0.55,0.12963464171440794,-0.14837714985690845,0.006699574281832022,0.008770109991786257,0.19546726543271037
0.7,0.12979429235036083,-0.5283723966252638,0.00018874932995144688,-0.003148560941453613,0.1845722399254708
0.85,0.12940862635004602,0.0,0.0,-0.01074848421614853,0.17575344006059435
1.0,0.12847000640233247,0.0,0.0,-0.016753069259955997,0.1706635534876146
